Particle_Number,Dose
0,0.6151846051216125
1,0.6269475817680359
2,0.5440066456794739
3,0.3455012440681458
4,0.5572419166564941
5,0.5820453763008118
6,0.5830776691436768
7,0.4714964330196381
8,0.5477946400642395
9,0.2828415036201477
10,0.4991656243801117
