Particle_Number,Dose
0,0.5325316190719604
1,0.5325596332550049
2,0.5295879244804382
3,0.5325601696968079
4,0.4020078480243683
5,0.5325621962547302
6,0.3138449788093567
7,0.3927540481090546
8,0.5325594544410706
9,0.5325497984886169
10,0.5325344800949097
