Particle_Number,Dose
0,0.6802793741226196
1,0.6118438243865967
2,0.617301344871521
3,0.4406980574131012
4,0.6758341193199158
5,0.6464466452598572
6,0.5152584910392761
7,0.6025723814964294
8,0.5511004328727722
9,0.4737524688243866
10,0.5064013600349426
