Particle_Number,Dose
0,0.0035025126614815
1,0.0030202287333092
2,0.0034106507088236
3,0.003325079843466
4,0.0029874690180569
5,0.0032778182887149
6,0.0035025763846179
7,0.0032885858312532
8,0.0032457130663144
9,0.0028247017799889
10,0.0034653630722031
