Particle_Number,Dose
0,0.0025078468538171
1,0.0023434477341059
2,0.0027577479150706
3,0.0024862371628924
4,0.0025662568520471
5,0.0026347727341196
6,0.0022907296603484
7,0.0024026091653194
8,0.0026023042509362
9,0.0023515021809472
10,0.0024912705544173
