Particle_Number,Dose
0,0.0213472518776592
1,0.0221089022241807
2,0.0217850841860397
3,0.0221222723660426
4,0.021325708870785
5,0.0210051663710685
6,0.0213420708143881
7,0.0211012061424857
8,0.0224536107651739
9,0.022400241893991
10,0.0223710023167468
