Particle_Number,Dose
0,0.000348091686289
1,0.0002184485553517
2,0.0001412547836744
3,8.52734018552e-05
4,0.0002933303511288
5,0.0009774801785544
6,0.0002613835604493
7,0.000297484382553
8,0.0003326130851092
9,0.0005406007472139
10,0.0003768051869003
11,0.0005252534584857
12,0.0005165219737099
13,7.248388067e-05
14,0.0009014730458733
15,0.0009193736347231
16,0.0005256356079908
17,0.0002358875744462
18,0.0002623615438313
19,0.0003231140824196
20,0.0009027587235255
21,0.0003837101149206
22,0.0003319066294196
23,0.0004021167927279
24,0.0003891761468325
25,0.0002433617816601
26,0.0007176858058695
27,0.0003917094643365
28,0.0002193563428213
29,0.0004670585430715
30,0.000485035207522
31,0.0004291386598917
32,0.0001829824802093
33,0.0006365245512394
34,5.40698162865e-05
35,0.0003384915386076
36,0.0003050635392724
37,0.0003037034972306
38,2.29067045218e-05
39,0.0001262931047582
40,0.0001407399729814
41,0.000183337382292
42,0.0003325447088992
43,0.0005514276639305
44,0.0006002745274954
45,0.0004983312178214
46,0.000114417234892
47,0.0006336945388925
48,0.0002427861623182
49,0.0002336620254674
50,0.0002046305759758
51,0.0002721599438854
52,0.0001445944750266
53,0.0002287775194373
54,0.0003137545113511
55,0.000280773741096
56,3.27962040009e-05
57,5.45011020844e-05
58,0.0003831269124877
59,0.0004835289106277
60,0.0004416613116474
61,0.0002578744053025
62,0.0006872936033811
63,0.0004140809537014
64,0.0003799067152626
65,0.0005232254930165
66,0.0004465980102573
67,2.4816019966e-06
68,2.75286190741e-05
69,0.0001348133576804
70,0.0006489286779371
71,0.0006677916231361
72,5.89846119822e-05
73,0.0002072713975686
74,0.0006002396093874
75,7.6964644582e-06
76,0.0002167089562161
77,0.0005951774622471
78,0.0002777090355209
79,0.0003599722452274
80,0.000478931932226
81,0.0007984248409155
82,0.0001364455681092
83,0.0002003722829644
84,0.0003573398886559
85,0.0003854688642587
86,0.0003212764514479
87,0.0002911809423792
88,0.0004652879029165
89,0.0004061996937403
90,0.0001289746289009
91,4.39259026594e-05
92,0.0003601342491101
93,0.0001287733575642
94,0.0004159726199196
95,0.0003007880905119
96,0.0005500232018478
97,0.0005526033553673
98,0.0003868332665074
99,0.000489255104934
100,8.17508362002e-05
101,0.0001159311444278
102,0.0005110288934614
103,0.0005428538017802
104,0.0002522023077474
105,0.0004746046190786
106,0.0002339709331074
107,0.0004854644793697
108,0.0001714033278787
109,0.0003357920372501
110,0.0006046895477743
111,0.0003329791466878
112,0.0001773642588348
113,0.0002241054064963
114,0.0001986951289453
115,0.0004390855446861
116,0.0001294920837686
117,0.0001490581587848
118,0.0004604209469085
119,0.000246666210369
120,0.0002728198736775
121,0.0005047390850647
122,0.0001500393427675
123,0.0003560642416183
124,0.0008675014863709
125,0.0002211487282742
126,0.0005848201863019
127,0.0004962550630918
128,0.0002286269598252
129,0.0004252028552052
130,0.0001329447828002
131,0.0003479657028637
132,0.0001917214365987
133,0.0002928821654397
134,0.0002254416128968
135,0.0004395448555115
136,7.14131432308e-05
137,0.0001565379869387
138,0.0006323099629594
139,0.0004997947220368
140,0.0003588775129436
141,1.2630415627e-06
142,0.000291018106828
143,0.000174112781813
144,0.000240622940925
145,0.0003890087805109
146,0.0004525281033336
147,4.970288201e-07
148,0.000280973282687
149,0.0005123359031297
150,0.0003667800663896
151,0.000489987729129
152,0.0005640814703177
153,0.0003894851523106
154,0.0004511169009402
155,0.0002242621222338
156,0.0003917829404491
157,0.0004829012869218
158,0.0007038971032386
159,0.0002601733884202
160,0.00054145194668
161,0.0005799358423392
162,0.000186276707271
163,0.000213747713458
164,0.0003725098846044
165,0.0004695081774147
166,0.0001111075524385
167,0.0008836979817646
168,0.0004874823462226
169,0.0001694379769922
170,0.0002324757755169
171,0.0004563745257693
172,0.0002784975786287
173,0.000221435533289
174,0.0005878425734157
175,0.0005092904374797
176,0.0004876560119669
177,0.0001791451068477
178,7.92169576293e-05
179,0.0002211415805574
180,0.0001678752298997
181,0.0004422540934561
182,0.0003509652091871
183,0.000447240449831
184,0.0003686376337803
185,0.0005240924209326
186,0.0002555790487061
187,6.00796060223e-05
188,6.25254977636e-05
189,0.0006078896951277
190,0.0004825855731788
191,1.2433173584e-05
192,0.0001583821735207
193,0.0009120741808338
194,0.0003269346782043
195,0.0003807545778326
196,0.0001096275370816
197,0.0005273156132507
198,5.69543190965e-05
199,0.0005065282048163
200,0.0003009136152531
