Particle_Number,Dose
0,0.0011494528777661
1,0.0015085297131731
2,0.002371094503647
3,0.0015011009307626
4,0.0009981004701301
5,0.0020085213837971
6,0.0017477570472029
7,0.0014363111454079
8,0.0016216807579067
9,0.0008889662171146
10,0.0004314875047257
11,0.001391110827239
12,0.0012584121568999
13,0.0008661701633583
14,0.0007963784072561
15,0.0015463621094121
16,0.0010813157659796
17,0.0007751190806344
18,0.0016278352740051
19,0.0013142326289296
20,0.0007824033194035
21,0.0009687010542311
22,0.0017244626982619
23,0.0052132707284642
24,0.0033038834599677
25,0.0014986246699591
26,0.0008160933991832
27,0.000908821948903
28,0.0007452526976921
29,0.0005112965048912
30,0.0010568498527875
31,0.0053180268306581
32,0.0048418696457403
33,0.0009617933896856
34,0.0052632523981384
35,0.0016046854687054
36,0.0008046059834742
37,0.0015000472836926
38,0.0015166165495298
39,0.0022706398660841
40,0.0010236276379523
41,0.0015727185012821
42,0.0010130265029917
43,0.0028983244325197
44,0.0012528738531674
45,0.0009736878098584
46,0.0018784891632633
47,0.0004982951847278
48,0.0029142812897711
49,0.0013650929717921
50,0.0025992712460822
51,0.00138384180359
52,0.0027347428720676
53,0.0015853850888023
54,0.0006902415329091
55,0.0022770834694652
56,0.0013155829708424
57,0.0015857654668059
58,0.000895120733213
59,0.0012372251020989
60,0.0021326843717352
61,0.0009352506125937
62,0.0014800279893627
63,0.0008053743470415
64,0.0007237463083293
65,0.002089355513344
66,0.000742296262703
67,0.0015930573131351
68,0.0028318685915091
69,0.0032047303257669
70,0.0022837172618482
71,0.0016257431949852
72,0.0007363022323144
73,0.0032423192800835
74,0.002110325752683
75,0.0016865618339823
76,0.0022191715095369
77,0.0016663067052901
78,0.0015791697122233
79,0.0016682846709089
80,0.0011305252683065
81,0.0026971348988507
82,0.001377618819451
83,0.0012259963434324
84,0.001920438238908
85,0.0020302675942634
86,0.0026039536993066
87,0.0029775799933516
88,0.0020890968563016
89,0.0007082752540602
90,0.001587990678127
91,0.001371399639092
92,0.0011561437268496
93,0.0014846267594263
94,0.0011453752255674
95,0.0022565126270301
96,0.0020812420505271
97,0.0009632806676797
98,0.0028914928435748
99,0.0014058885126792
100,0.0050364710323867
101,0.0009592342505881
102,0.003234038450945
103,0.002244725955962
104,0.001471735748884
105,0.0016288243739403
106,0.0027456064678506
107,0.0015171833127552
108,0.0012503709659036
109,0.0016409957229455
110,0.0003609041140749
111,0.000221877172902
112,0.0026789528302782
113,0.0014961243468036
114,0.0010864394576882
115,0.0013390218634248
116,0.0029941378478487
117,0.0022809366986418
118,0.0011556796656852
119,0.0008942496675847
120,0.0014894271298318
121,0.0009043525073606
122,0.0032445406876246
123,0.0031978645028017
124,0.0001979396433562
125,0.0015942402887263
126,0.0024837884841865
127,0.0015759631256529
128,0.0012072437078544
129,0.0010718367461297
130,0.0026370618007408
131,0.0015340873112356
132,0.0015653924209326
133,0.0020813333412479
134,0.0010922782600436
135,0.0016198739623895
136,0.0002794538294234
137,0.0011962051381897
138,0.0018553778243703
139,0.0013275230363757
140,0.0008626364517048
141,0.000830730344762
142,0.0007078530344762
143,0.0020635050242188
144,0.0014616785544686
145,0.0013895588849843
146,0.0020291226564725
147,0.0032838793807579
148,0.0006876169246842
149,0.0016686079922119
150,0.0003964573819111
151,0.0021980979770158
152,0.0018816957498337
153,0.0011156981337258
154,0.0008774940165257
155,0.0012210932709659
156,0.0006759361136128
157,0.0033196463244372
158,0.001436744776332
159,0.0013936251258429
160,0.0038640699496628
161,0.0008590380757906
162,0.002400375391775
163,0.0029954729746414
164,0.0017414998290435
165,0.0011923671241333
166,0.0016422477965618
167,0.0006092657058062
168,0.0009595414531875
169,0.001655119788204
170,0.0006300086760376
171,0.0027681476683445
172,0.0010119652483616
173,0.0010550430572703
174,0.0028963046253205
175,0.0028220320163358
176,0.0011869733640421
177,0.0014012897426156
178,0.0019113614303352
179,0.0022853300645835
180,0.001578713258619
181,0.0010791628264792
182,0.0010046772058125
183,0.0013110754914996
184,0.0024007633773387
185,0.0013412280558457
186,0.0005959914711748
187,0.0018545367603761
188,0.0022464211985943
189,0.001204775054611
190,0.0011656607844999
191,0.0013900419650489
192,0.0057848267166872
193,0.0020401184302511
194,0.0010262484423971
195,0.0012135313562541
196,0.0013146852787539
197,0.0006314959540317
198,0.002265569427296
199,0.0009057484946338
200,0.000527188697882
