Particle_Number,Dose
0,0.0004712122708709
1,0.0005951926773672
2,0.0011353788916326
3,0.0003396258288661
4,0.0008682584385981
5,0.0009545890302972
6,0.0013234682068572
7,0.0004437337638902
8,0.0001152353367049
9,0.0003690309473834
10,6.437626096e-06
11,0.0008067893532149
12,0.0002527690442999
13,0.0003556389790103
14,0.0002219308054019
15,0.0005003340108272
16,0.0005386224952653
17,0.0003241280284511
18,0.0002619393242473
19,0.0008147354497103
20,0.0005111177272295
21,0.0005848227509693
22,0.0004501241143508
23,0.0005593116202868
24,0.0003680933156045
25,0.0003269453937892
26,0.0001748235051233
27,0.0004469880079307
28,0.0004887913828097
29,0.0008383721388545
30,0.000225547799886
31,3.31025853688e-05
32,0.0004491427391015
33,4.71193453018e-05
34,0.0002889480933994
35,0.0003062671783029
36,0.0008303918083388
37,0.0004493513346158
38,0.0003822875011871
39,0.0003545861183905
40,0.0001236149131927
41,0.0002774964749251
42,0.0001033183355768
43,0.000549202053211
44,6.75304183908e-05
45,3.50576706503e-05
46,0.0002977698784678
47,0.0010802392962294
48,0.0011308257669294
49,5.87698371938e-05
50,0.0001508968481418
51,0.0002133471685433
52,0.000579631666609
53,0.0002816269702412
54,0.0004159699734067
55,0.0004255949883098
56,0.0011321304634818
57,0.0004426991357203
58,0.0005684074212051
59,0.001112442098015
60,0.0001153087349324
61,2.68107116841e-05
62,0.0007889420172855
63,0.0005965506268401
64,0.0007089637382467
65,0.0003214041597418
66,0.0003513828009368
67,0.000454992952797
68,1.43550607322e-05
69,0.0001201365868863
70,0.0013215815319593
71,0.0004288115348086
72,0.0001874346005832
73,0.0002319892481526
74,3.32013019164e-05
75,0.0005271040101248
76,0.0004217751562806
77,0.0005917008072941
78,5.67453032262e-05
79,0.0009585259426346
80,0.0003987580537993
81,0.0005825503665782
82,0.0004501241143508
83,0.000513593988033
84,0.0002928651186669
85,8.32950618574e-05
86,0.0002155027775667
87,0.0003016070443536
88,0.000296478027353
89,0.0003618174589229
90,0.0008734239718871
91,0.0008180371307816
92,0.0004067952559597
93,0.0004655940877576
94,0.0004673057887738
95,0.0004207581104188
96,0.0004867121025537
97,0.0002245271359088
98,0.000303325947815
99,0.0011203615680501
100,0.0004899801215689
101,0.0005473262410404
102,0.0003769542211985
103,0.0003277275438486
104,8.30281853495e-05
105,0.0011786468895431
106,0.0003408373297559
107,0.0001088283731575
108,0.0002130523824674
109,0.0004928194189043
110,0.0004539513297387
111,0.0005531875344287
112,0.0004167155142938
113,0.0002747398564376
114,0.0004486879907692
115,5.90964627454e-05
116,0.0002532750432713
117,0.0003484601049482
118,0.0004198425086425
119,0.0004921273027082
120,0.0002848289890385
121,0.0005775507455598
122,0.0005670104082758
123,0.0010498014483806
124,0.0002995507161873
125,0.0002739261855985
126,1.24274372767e-05
127,0.0004879603143698
128,0.0004353935930443
129,0.000373812997131
130,2.67350657106e-05
131,0.0004357534333744
132,0.0005960581402694
133,2.76478655139e-05
134,0.0002539459955995
135,0.0010995396761325
136,0.0001467987971431
137,0.0004947025638132
138,0.0005340835220878
139,0.000290790615443
140,6.51003021364e-05
141,0.0011415296039509
142,0.0007900907588564
143,0.0003588144103851
144,0.0003377543660366
145,0.0001334712511318
146,0.0009015148874536
147,3.50109981417e-05
148,0.0003849772014353
149,0.0004296255437363
150,0.0005939678601956
151,0.0010333158657042
152,5.90137884852e-05
153,9.69258513657e-05
154,0.0004988740780612
155,0.000255606714426
156,0.0007710300170956
157,1.23558289757e-05
158,0.0004975800740811
159,0.000277930035141
160,0.0001415644261341
161,0.0002360557422357
162,0.0003817864205984
163,0.0001487614652798
164,0.0002837562542268
165,0.0005983179849659
166,0.0006064469565598
167,0.0011126436983569
168,0.0011032521654478
169,0.0004447091812726
170,0.0002849825490975
171,0.0004060120817923
172,0.0003930027495488
173,0.0004440799078734
174,0.0004720871402792
175,0.0004161943964289
176,0.0005588855969227
177,0.0005600711967516
178,0.0003549132177794
179,7.89397840298e-05
180,0.0004426763130401
181,0.0009594388498432
182,0.0004352171003894
183,0.0010643356918985
184,0.000296478027353
185,0.000396395721341
186,9.43413559833e-05
187,0.0004808738721625
188,0.0002674232102316
189,0.0004637502651311
190,0.0005157697502136
191,0.0005673756339633
192,4.27608667814e-05
193,1.0437644495e-05
194,0.0003124315899612
195,0.0004195742328034
196,0.0011725988792857
197,0.0004581006410865
198,0.0003927326811663
199,9.93438621849e-05
200,0.0006102061971697
