Particle_Number,Dose
0,0.0005257206491967
1,0.0004713172089459
2,3.78548534454e-05
3,0.0004424015117036
4,0.0003276607762913
5,0.0005621127060436
6,0.000252984655841
7,0.0001732007602679
8,8.40338081634e-05
9,0.0027001398850793
10,0.0003156696191471
11,1.39364125741e-05
12,0.0006173915376578
13,0.0001685996335137
14,0.0005735225425016
15,0.0002323580176393
16,0.0001312624013682
17,0.0001042634074607
18,3.76954149227e-05
19,0.0004694402360616
20,0.0003489064643684
21,0.0002303532154436
22,6.11060133679e-05
23,0.0003057599973797
24,0.0003511493774337
25,0.0007536049007503
26,0.0003605958755141
27,0.0003847786918442
28,0.0002269585298377
29,0.0002578555860005
30,0.0011185281460727
31,0.0004406229772345
32,0.0004054628489158
33,0.0002393064583626
34,0.0002927976945184
35,0.0004049730758714
36,0.0009958904739291
37,0.0002005992253894
38,0.0001704527805783
39,0.0003413633571298
40,0.0027208210371355
41,0.0002381078619721
42,0.0003697599186917
43,0.0026845862285117
44,9.7377373578e-06
45,0.0005559452749548
46,9.70999052619e-05
47,0.0003636938636147
48,0.0002736810306564
49,0.0003017747128678
50,7.15109564168e-05
51,0.0004041671027045
52,0.0002245336230879
53,0.0003542760846234
54,0.0002711877853168
55,0.0005164529515521
56,0.0005204902412384
57,0.0004745672048627
58,0.0001686101026865
59,0.0005748957070946
60,0.0013342937648399
61,0.0003512221161702
62,0.0002576567388608
63,0.0001498232175727
64,0.0003761470241005
65,4.21041575874e-05
66,0.0004090659441992
67,0.0003491464722859
68,0.0005016349035995
69,0.0003034049696621
70,0.0002308574964384
71,0.0003167301630029
72,0.0003120158378182
73,0.0004559821877203
74,9.4297410257e-06
75,0.0003835364463712
76,0.0004454768080104
77,0.0002714213886496
78,0.000343595831038
79,0.0001176487773634
80,0.0001193427250686
81,0.000275884593245
82,0.0005200967718648
83,0.0003440618286262
84,5.48349047499e-05
85,0.0005452814558994
86,0.000477545564631
87,6.76094576684e-05
88,0.0005071927011653
89,0.0002674734403651
90,0.0003988191772497
91,0.001421358486086
92,0.0002021059104345
93,0.0001887197933164
94,0.0004941739257216
95,0.0009255167394814
96,0.000479972376294
97,0.0003600558496918
98,0.0001153575680425
99,0.000548349796377
100,0.0022779887691138
101,0.0002262391949635
102,0.0005679536936634
103,0.0003657172988401
104,0.0001191825892828
105,0.0005045543622587
106,0.0003976381191954
107,0.000368125952619
108,0.0002668466681101
109,0.00032098198336
110,0.000220448593863
111,0.0004037065865704
112,0.0001942378226921
113,0.00010085858658
114,0.0003768207085193
115,0.0002825656285021
116,1.55293320001e-05
117,0.0002918494584277
118,0.000987339576408
119,0.000551146811826
120,0.0004706894541612
121,0.0003608004475992
122,7.1151998257e-05
123,8.7885449271e-06
124,0.00015705961698
125,0.0002286187783998
126,0.0001415964725994
127,0.0003728512183501
128,0.0004785462367236
129,0.0027392503514103
130,0.0004756435984515
131,0.0003061708196409
132,0.0004033977250637
133,0.0005679833148266
134,0.0004742021093211
135,7.63585035157e-05
136,0.0004495877813657
137,0.0001976326189571
138,0.0004782226374774
139,0.0004565982864126
140,0.0001719358933204
141,7.18721704492e-05
142,0.0001497810751214
143,0.0022641696362427
144,0.0027086831750403
145,0.0001338810246392
146,0.0002311872841675
147,0.0001838279737151
148,0.0003210630087211
149,0.0003713972580215
150,5.92673943683e-05
151,4.61386611817e-05
152,2.97373454015e-05
153,0.0004497855779276
154,0.0027119354069712
155,0.0003695395126929
156,0.0002178189190967
157,0.0001249424124072
158,0.000144822458448
159,0.0025980654478108
160,0.0004000929043976
161,0.0004020177082344
162,4.13243145956e-05
163,0.0005660631698282
164,0.0004102376768923
165,0.0002231128977557
166,0.000490574384324
167,0.0003862161966884
168,1.13436671443e-05
169,0.0004920683031173
170,0.0001794534529364
171,1.44064498596e-05
172,0.0027248340250736
173,0.0001695417033906
174,0.0003138940146262
175,0.000443292525406
176,0.0003732269183189
177,0.0002103734685234
178,0.0002898336425759
179,0.000485692038906
180,0.0004983331408591
181,0.0004185108984708
182,0.0003536967689239
183,0.0003662325064108
184,0.0002593338441213
185,0.0003117315656757
186,0.000334197477696
187,0.0007000971269826
188,0.0005623968648914
189,0.0004378531199544
190,0.0012107660081679
191,0.0002889220751246
192,0.0003266827034856
193,0.0004426154525595
194,0.0009393739101529
195,0.0003904192290888
196,6.32554310857e-05
197,0.0003350065153385
198,8.12063201671e-05
199,0.0002951783362195
200,0.0004084378449571
