Particle_Number,Dose
0,0.0003536609072138
1,0.0005322553328901
2,0.0004447230164969
3,0.0003111119884771
4,0.0002144449463386
5,0.0002737812735691
6,0.0003349372865419
7,0.0001647624067024
8,0.0026500364944439
9,0.0006475022604235
10,7.91051669725e-05
11,0.0004811051105023
12,0.000330324864566
13,0.0002966063185302
14,0.0009993405024218
15,0.0004450395602351
16,0.0001569719007013
17,0.0005125381215634
18,0.0003891879337943
19,0.00086950988223
20,0.0027331909298128
21,0.0005443296345581
22,0.0006517777091841
23,0.0001602253686364
24,4.53078483026e-05
25,0.0003240595110001
26,0.0004706198170571
27,0.0004532279988602
28,0.0003123381949964
29,0.0003300328483328
30,0.001083255693798
31,0.0001254683478269
32,0.000760638090037
33,0.0004924449710323
34,0.0002601541943929
35,0.0001473188552459
36,0.0027400491452179
37,0.0004497676226762
38,0.000489625367518
39,0.0003133469940623
40,0.0001068516046158
41,0.0003212818804332
42,0.0003748179632518
43,0.0005479725519992
44,0.0003251407987057
45,0.0004922618328934
46,0.0003065582186615
47,0.0002777837400684
48,0.0009485334124798
49,0.0003018366968359
50,0.0003863545021804
51,0.0001293067787076
52,0.0001613186457286
53,0.0003675144688247
54,0.0002157139678456
55,0.00049773080816
56,0.0004917739364899
57,0.0004317558071917
58,0.0004274573891157
59,0.000328945191851
60,0.0010055102336404
61,0.000238513364517
62,0.0001114692808672
63,9.77483727547e-05
64,0.0002628263280569
65,2.74967822603e-05
66,0.0008643367413809
67,0.0004978501365267
68,0.0009797890730363
69,0.0004973784737391
70,0.0001784784947287
71,0.0001106553846519
72,0.0004101715627893
73,0.000298084178247
74,0.0003404135886598
75,5.98249920353e-05
76,0.000865926721436
77,0.0012426530962104
78,0.0005135580252101
79,0.0003866426589243
80,0.0003546652113211
81,0.0011388441352455
82,0.0003020076611525
83,0.0002957564502801
84,0.0002493746748028
85,0.0009411997245702
86,0.0002485057292599
87,0.0006457296989267
88,0.0003910019612498
89,0.000350558866689
90,0.0005480865940962
91,0.0005425507861919
92,0.0002980227424256
93,0.0002985564961103
94,0.0002584973894584
95,0.0004233625313892
96,0.0002017922452363
97,6.0446038869e-05
98,0.0005028635245512
99,0.0001666014441782
100,0.0005155958257662
101,0.0001405591425975
102,3.39047696824e-05
103,0.0004455938123278
104,0.0011350441589894
105,0.0002673716146287
106,6.8749338664e-05
107,0.000304380380378
108,0.0002845909038486
109,0.00017622380378
110,0.0008612746984518
111,1.614851107e-07
112,0.0005652949662835
113,0.0001109081565996
114,0.0001312833753053
115,0.0001176153641292
116,0.0009979254962484
117,0.0003262921998882
118,0.0006318344904549
119,0.0009977200921265
120,0.0001125879136258
121,0.0002413785367235
122,0.0003548706125709
123,0.000508153811115
124,7.499178324e-05
125,0.000395618696404
126,6.23539346208e-05
127,6.6134387077e-06
128,0.0002771696595118
129,0.0003410828384874
130,0.0010997679029347
131,0.0002845647890791
132,0.0002481422175329
133,0.000119155811139
134,1.27797459682e-05
135,4.94951857049e-05
136,0.0001998293708333
137,0.0001303160482843
138,7.20922617377e-05
139,0.000464051540794
140,0.0007012534761135
141,0.0002231071523685
142,0.0002715115706884
143,0.0002701151690568
144,0.0006209214455313
145,0.0005084960167057
146,0.0005464782742125
147,0.0003151914839965
148,0.0001910056733782
149,8.84428019256e-05
150,4.56661108909e-05
151,0.0004898070032942
152,0.0008765164450565
153,0.0002522796248456
154,9.51856029929e-05
155,0.0004852843599146
156,0.0001967048770063
157,0.0001026455394277
158,0.0009835814417323
159,0.0005359809665447
160,0.0004594360022705
161,0.0004304129262038
162,0.0005994491072276
163,0.0003299075482002
164,0.0001415380911208
165,0.0003829748484534
166,8.483176203e-07
167,0.0003598938873587
168,0.0002579447926665
169,0.0004111772105613
170,0.0005223245995614
171,0.0002998185069807
172,0.0003104665048011
173,0.0003329357819822
174,0.0002785743841331
175,0.0001925716904537
176,0.0001812755724384
177,0.0003253013902282
178,0.0003641153036435
179,8.71281710698e-05
180,0.0001025761558552
181,0.0001156694305811
182,0.000436216554198
183,0.0001515203950315
184,0.0001704918693392
185,0.00040696824728
186,0.0004529350671339
187,0.0009983971649729
188,0.0004730228701681
189,6.70877623779e-05
190,0.0008504947858296
191,0.0002626243881261
192,0.0001240859862211
193,0.0005414034238769
194,0.000405734430622
195,0.000482641195266
196,3.4119304895e-06
197,0.0001942887159274
198,7.2170107863e-06
199,0.0010884668724475
200,0.0003640315716659
