Particle_Number,Dose
0,0.0003187244348941
1,0.0010045783075315
2,0.0003817739908823
3,0.0002841505944627
4,0.0006100236157279
5,0.0005608762447598
6,0.000151246558031
7,0.0002718843071516
8,0.0007031743850318
9,0.0006349231598442
10,0.0007121475021369
11,0.000993140340963
12,0.0010164803352645
13,8.51850160371e-05
14,0.000288181923007
15,0.0002601093408298
16,0.0003628667177745
17,0.000465537031057
18,0.0008733478962864
19,0.0004015591097462
20,0.0012847951752303
21,0.0002902578814524
22,0.0007794439785354
23,0.0002421340108405
24,0.0002054809583056
25,0.000904816568525
26,0.0004242279798651
27,0.0001369178620445
28,0.0001623468653608
29,0.0001955210356526
30,0.0002279591197247
31,0.0001373124596697
32,0.0003700610110171
33,0.0011914808433849
34,0.0004237828392611
35,0.0009745322490264
36,0.0011461169626745
37,0.0004483397924204
38,0.0003378346257954
39,1.87425538625e-05
40,0.0004568693060756
41,0.0003866808671288
42,1.5597939914e-06
43,0.0003483459915471
44,0.0004752556890492
45,0.0007215086048057
46,0.0006598341153005
47,7.62404231243e-05
48,0.0002327107896488
49,0.000321876022094
50,0.0005099271440782
51,0.001123621407541
52,0.0005183256432181
53,0.000263258008296
54,0.0004071528112831
55,0.0004035810618292
56,0.0009172929670434
57,8.68710003866e-05
58,0.0001398932627583
59,0.0003612957239283
60,0.0003483186043308
61,0.0006821965381327
62,0.000301752729129
63,0.0003881795564631
64,0.0005752423519457
65,0.000392774324229
66,0.0003831650936377
67,0.0003949693038275
68,0.0005720191507137
69,0.000625105603571
70,0.0004708889495678
71,0.0010725822870168
72,0.0003988779923322
73,0.0002862082290892
74,0.0003844936105137
75,0.0002465097337319
76,0.0011649532814132
77,0.0003601198393062
78,0.0007701133061069
79,0.0011110613258619
80,0.0010890260281128
81,0.000476668787951
82,0.0004555273233598
83,0.0001018204653375
84,0.0009849622138854
85,0.0001114167789266
86,0.0001556670353309
87,0.0004458905071706
88,0.0003704581256529
89,0.0004963834236105
90,0.0009745969132871
91,0.0004592836166777
92,0.0005233506838256
93,0.0003714037453699
94,0.0004315616677747
95,0.0003962283550194
96,0.0008998336166777
97,0.0003954561876721
98,6.19270638167e-05
99,0.0010525667964669
100,0.0009549960347611
101,0.0005658435757179
102,0.0002826413621072
103,0.0002925109658593
104,0.0002212074417646
105,0.000141789030062
106,0.0005988821425682
107,0.0002404198434393
108,0.0003593107678791
109,0.0003161028255368
110,0.0001981880699784
111,0.0003746905916991
112,0.0002324329433301
113,0.0003994510320583
114,0.0004899611026688
115,0.0004987827911328
116,0.0005374322775192
117,0.0001900393912629
118,0.000831989395954
119,0.00018822949564
120,0.0004212564257367
121,5.99603472705e-05
122,0.0001924257585617
123,0.0003589033830373
124,0.0005852343527278
125,0.0001468743721935
126,0.000221634704242
127,0.0002178419283616
128,0.0005797539647613
129,0.0009196208804254
130,0.0003716369170861
131,7.2510947494e-05
132,0.0003943987368221
133,0.0005094973169341
134,5.0154651541e-05
135,0.0003669382286653
136,0.0001015741256895
137,0.0003671107992211
138,0.0004217859530819
139,8.99739987979e-05
140,6.73489375854e-05
141,0.0003089631745654
142,0.0004963970984898
143,0.0005287292287966
144,0.0003136157112352
145,0.0003924550052236
146,0.0005808606271291
147,0.0003471329660936
148,0.0003567146880045
149,0.0004329039091475
150,0.0008184707617057
151,0.0002310724101183
152,0.0004035430240288
153,0.0003773485308037
154,0.0007727303067717
155,0.0001814539886348
156,0.0003248949268686
157,0.000252427211511
158,0.0002051348966031
159,0.0004124324579732
160,0.0005802476256054
161,0.001076298580112
162,0.0005539781547754
163,0.00085580866654
164,0.0005654871320308
165,0.0004128178478505
166,0.0001041229897052
167,0.0003116254402127
168,3.60742500271e-05
169,8.69647834013e-05
170,0.0004840402858623
171,0.0009745322490264
172,0.0005327536280748
173,0.0004750960935309
174,0.0003348761046155
175,0.0005491739068762
176,0.0001822079105328
177,0.0001579383544565
178,0.001119722533004
179,0.0004740557806554
180,0.0002149651407653
181,0.0004897362386577
182,0.0004410505838309
183,0.0003451662510078
184,0.0001713207181659
185,0.0004455633820875
186,0.0003924550052236
187,0.0004956764264525
188,8.09266759621e-05
189,0.0005244583452762
190,0.0003387516696213
191,1.16775327377e-05
192,0.0003056017882136
193,6.77508777612e-05
194,0.0004009120228914
195,0.0002916023824701
196,0.0007334410627789
197,0.000750516231361
198,0.0004507555418368
199,0.0004879215936089
200,0.0011668475638712
